OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
9933,06,075,023001,1400000US06075023001,06075023001,230.01,San Francisco,CA,Califor,"Census Tract 230.01, San Francisco County, Calif","5,398.00",666.00,"2,833.00",1.24,0.49,1.04,0.55,0.00,0.36,0.95,0.64,1.95,0.53,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.90,0.05,1.34,0.30,0.79,0.77,0.00,1.56,0.78,0.32,0.32,0.32,6.03,0.49,0.95,0.95,0.95,0.52,0.91,0.50,0.28,0.61,0.45,0.39,3.64,0.53,0.50,0.30,0.15,0.99,1.93,0.43,0.00,0.64,0.64,0.36,7.15,0.55,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.49,1.21,34.36,0.00,100.00,0.00,0.00,0.00,0.00,100.00,92.11,15.89,100.00,100.00,0.00,22.63,95.10,30.72,27.50,4.80,7.20,29.91,6.30,13.30,15.60,19.10,7.50,29.70,0.00,0.70,31.40,7.90,5.00,11.60,14.00,0.47,0.06,0.18,0.81,0.23,"3,602.99","678,498.90"
9934,06,075,023003,1400000US06075023003,06075023003,230.03,San Francisco,CA,Califor,"Census Tract 230.03, San Francisco County, Calif","4,084.00",386.00,"1,356.00",0.89,0.29,0.89,0.42,0.00,0.37,0.95,0.59,1.91,0.52,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.74,0.09,1.22,0.20,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.28,0.54,0.92,0.92,0.92,0.40,0.87,0.34,0.17,0.53,0.16,0.12,2.59,0.30,0.56,0.30,0.16,0.97,1.99,0.48,0.00,0.38,0.38,0.16,5.88,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.51,1.22,33.23,0.00,100.00,0.00,0.00,0.00,0.00,100.00,80.52,15.17,100.00,100.00,0.00,87.95,91.90,24.93,23.90,3.70,5.30,27.27,2.80,6.00,16.60,19.20,7.70,23.30,0.00,0.10,30.30,8.30,5.00,11.40,12.00,0.40,0.12,0.18,0.65,0.21,"2,705.38","394,472.11"
9935,06,075,023102,1400000US06075023102,06075023102,231.02,San Francisco,CA,Califor,"Census Tract 231.02, San Francisco County, Calif","4,549.00",464.00,"1,899.00",2.44,0.94,1.64,0.90,0.00,0.38,0.95,0.55,1.88,0.50,0.94,0.86,0.00,0.00,0.99,0.00,2.79,0.96,0.39,0.47,0.06,0.91,0.06,0.79,0.60,0.00,1.39,0.67,0.74,0.74,0.74,7.71,0.83,0.94,0.94,0.94,0.80,0.76,0.91,0.83,0.71,0.31,0.61,4.94,0.80,0.26,0.87,0.46,0.89,2.47,0.85,0.50,0.00,0.50,0.24,8.85,0.81,1.00,1.00,0.00,1.00,1.00,4.00,0.80,0.00,8.56,1.17,32.32,5.77,100.00,0.00,0.00,76.04,0.00,100.00,59.09,15.83,100.00,73.54,0.00,87.95,94.70,48.14,17.80,11.60,23.20,33.72,4.60,19.90,11.50,28.60,11.80,11.50,0.70,0.00,36.90,11.90,5.00,17.00,14.60,0.76,0.90,0.18,0.84,0.80,"3,884.54","489,753.53"
9936,06,075,023103,1400000US06075023103,06075023103,231.03,San Francisco,CA,Califor,"Census Tract 231.03, San Francisco County, Calif","2,890.00",400.00,"1,869.00",2.29,0.90,1.49,0.83,0.00,0.39,0.96,0.53,1.88,0.50,0.98,0.86,0.00,0.65,0.99,0.00,3.48,0.99,0.39,0.47,0.07,0.92,0.06,0.53,0.25,0.00,0.77,0.36,0.31,0.31,0.31,7.36,0.77,0.96,0.96,0.96,0.97,0.83,0.68,0.91,0.89,0.28,0.69,5.25,0.85,0.04,1.00,0.17,0.78,1.98,0.48,0.00,0.00,0.00,0.00,8.19,0.72,1.00,1.00,0.00,1.00,1.00,4.00,0.80,0.00,8.60,1.32,31.86,40.41,100.00,0.00,0.87,76.73,0.00,100.00,58.57,15.67,41.27,9.17,0.00,20.12,96.40,71.70,21.00,6.40,29.10,44.97,4.20,22.50,5.40,41.60,7.90,5.50,0.00,0.00,36.30,13.80,4.30,21.00,14.10,0.74,0.98,0.09,0.81,0.96,"8,937.49","1,287,174.74"
9937,06,075,023200,1400000US06075023200,06075023200,232,San Francisco,CA,Califor,"Census Tract 232, San Francisco County, Californ","3,972.00",562.00,"2,802.00",1.50,0.62,1.30,0.73,0.00,0.37,0.95,0.58,1.90,0.51,0.97,0.86,0.00,0.00,0.00,0.00,1.83,0.82,0.39,0.86,0.05,1.30,0.26,0.79,0.62,0.00,1.41,0.69,0.32,0.32,0.32,6.75,0.65,0.91,0.91,0.91,0.45,0.89,0.65,0.50,0.61,0.16,0.56,3.82,0.57,0.47,0.24,0.69,0.92,2.31,0.75,0.00,0.73,0.73,0.43,7.77,0.65,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.53,1.14,32.89,35.54,100.00,0.00,0.00,0.00,0.00,100.00,89.52,16.00,100.00,78.26,0.00,22.00,89.90,27.29,25.30,6.10,11.70,29.86,2.90,18.30,15.20,18.00,15.30,13.90,0.00,1.40,32.70,10.30,4.90,14.90,13.00,0.55,0.65,0.16,0.74,0.61,"4,471.07","850,717.61"
9938,06,075,023300,1400000US06075023300,06075023300,233,San Francisco,CA,Califor,"Census Tract 233, San Francisco County, Californ","3,739.00",305.00,"2,756.00",1.29,0.51,1.09,0.58,0.00,0.36,0.95,0.57,1.87,0.50,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.17,0.01,0.57,0.01,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,5.59,0.38,0.93,0.93,0.93,0.57,0.89,0.83,0.68,0.88,0.11,0.22,4.19,0.65,0.62,0.54,0.33,0.97,2.46,0.84,0.51,0.00,0.51,0.27,8.09,0.70,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.46,1.14,32.70,0.00,100.00,0.00,0.00,0.00,0.00,100.00,28.67,17.67,100.00,100.00,0.00,87.95,93.10,33.40,26.00,8.90,16.90,44.09,2.20,8.90,17.60,22.60,10.10,24.60,0.80,0.00,29.90,7.90,4.30,12.20,14.10,0.38,0.06,0.09,0.81,0.29,"3,558.98","635,760.88"
9939,06,075,023400,1400000US06075023400,06075023400,234,San Francisco,CA,Califor,"Census Tract 234, San Francisco County, Californ","3,661.00",531.00,"3,465.00",1.88,0.78,1.28,0.72,0.00,0.36,0.94,0.54,1.84,0.49,0.95,0.86,0.00,0.00,0.00,0.00,1.81,0.80,0.39,0.61,0.03,1.03,0.10,0.79,0.77,0.00,1.56,0.78,0.32,0.32,0.32,6.56,0.61,0.92,0.92,0.92,0.68,0.93,0.67,0.52,0.65,0.54,0.64,4.62,0.74,0.39,0.68,0.35,0.93,2.35,0.78,0.00,0.00,0.00,0.00,7.90,0.67,0.00,1.00,0.00,1.00,1.00,3.00,0.60,0.00,8.49,1.09,31.98,8.46,100.00,0.00,0.00,0.00,0.00,100.00,70.93,16.42,100.00,100.00,0.00,21.98,91.40,40.13,29.70,6.30,12.30,31.31,7.60,20.70,13.90,24.60,10.40,16.30,0.00,0.00,32.30,10.60,4.60,16.10,13.40,0.52,0.72,0.12,0.77,0.72,"3,747.16","837,696.81"
9940,06,075,025100,1400000US06075025100,06075025100,251,San Francisco,CA,Califor,"Census Tract 251, San Francisco County, Californ","3,473.00",239.00,"2,505.00",0.56,0.12,0.56,0.18,0.00,0.37,0.95,0.60,1.91,0.52,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.77,0.05,1.21,0.19,0.79,0.77,0.00,1.56,0.78,0.33,0.33,0.33,5.87,0.45,0.68,0.68,0.68,0.15,0.21,0.11,0.51,0.04,0.34,0.17,1.53,0.12,0.22,0.25,0.15,0.52,1.13,0.06,0.00,0.71,0.71,0.41,4.06,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,1.23,33.29,0.00,100.00,0.00,0.00,0.00,0.00,100.00,83.32,15.94,100.00,100.00,0.00,23.15,50.30,12.67,4.70,2.00,12.00,11.80,4.90,7.50,10.70,18.20,7.50,1.50,0.00,1.20,23.60,7.90,5.70,9.90,7.30,0.09,0.06,0.29,0.10,0.08,"3,676.57","559,196.27"
9941,06,075,025200,1400000US06075025200,06075025200,252,San Francisco,CA,Califor,"Census Tract 252, San Francisco County, Californ","5,256.00",364.00,"2,496.00",0.61,0.14,0.61,0.22,0.00,0.36,0.95,0.57,1.88,0.50,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.90,0.02,1.31,0.27,0.46,0.77,0.00,1.23,0.59,0.74,0.74,0.74,6.01,0.48,0.59,0.59,0.59,0.10,0.40,0.11,0.56,0.19,0.15,0.11,1.61,0.13,0.26,0.26,0.31,0.73,1.55,0.17,0.00,0.55,0.55,0.29,4.30,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,1.19,32.73,0.00,100.00,0.00,0.00,0.00,0.00,100.00,92.14,17.00,27.73,100.00,0.00,87.95,38.20,9.99,7.80,2.00,13.20,17.87,2.70,5.60,11.50,18.50,9.80,4.10,0.00,0.40,23.50,8.10,5.40,10.50,7.00,0.09,0.09,0.24,0.08,0.12,"3,726.41","663,229.53"
9942,06,075,025300,1400000US06075025300,06075025300,253,San Francisco,CA,Califor,"Census Tract 253, San Francisco County, Californ","4,454.00",303.00,"3,111.00",0.53,0.11,0.53,0.16,0.00,0.35,0.95,0.55,1.86,0.49,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.84,0.02,1.24,0.21,0.00,0.77,0.00,0.77,0.32,0.74,0.74,0.74,5.46,0.35,0.66,0.66,0.66,0.17,0.40,0.27,0.82,0.11,0.19,0.08,2.04,0.20,0.22,0.14,0.03,0.76,1.15,0.06,0.00,0.80,0.80,0.48,4.65,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,1.17,32.31,0.00,100.00,0.00,0.00,0.00,0.00,100.00,87.74,17.00,0.00,100.00,0.00,87.95,46.60,14.06,7.90,3.20,22.80,15.06,3.20,4.60,10.70,15.50,4.50,5.00,0.00,2.20,20.90,7.90,4.80,10.70,6.30,0.04,0.06,0.15,0.05,0.14,"3,114.41","379,796.57"
9943,06,075,025401,1400000US06075025401,06075025401,254.01,San Francisco,CA,Califor,"Census Tract 254.01, San Francisco County, Calif","3,775.00",280.00,"1,647.00",0.60,0.14,0.60,0.21,0.00,0.35,0.94,0.54,1.83,0.48,0.00,0.67,0.00,0.00,0.00,0.00,0.67,0.35,0.39,0.91,0.03,1.32,0.28,0.00,0.77,0.00,0.77,0.32,0.74,0.74,0.74,5.33,0.32,0.62,0.62,0.62,0.30,0.48,0.10,0.79,0.26,0.43,0.11,2.48,0.28,0.05,0.26,0.19,0.75,1.25,0.07,0.54,0.55,1.10,0.70,5.45,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,1.12,31.95,0.00,54.51,0.00,0.00,0.00,0.00,100.00,92.29,16.44,0.00,100.00,0.00,87.95,42.30,20.37,9.50,1.90,21.20,19.74,6.10,5.70,6.00,18.40,8.20,4.70,1.10,0.40,23.10,8.30,5.00,11.30,7.80,0.08,0.12,0.18,0.14,0.20,"2,656.41","393,323.05"
9944,06,075,025402,1400000US06075025402,06075025402,254.02,San Francisco,CA,Califor,"Census Tract 254.02, San Francisco County, Calif","3,427.00",299.00,"1,446.00",0.71,0.19,0.71,0.28,0.00,0.35,0.95,0.56,1.86,0.50,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.88,0.08,1.34,0.29,0.62,0.77,0.00,1.39,0.67,0.32,0.32,0.32,5.78,0.43,0.78,0.78,0.78,0.19,0.60,0.60,0.49,0.09,0.44,0.15,2.55,0.29,0.56,0.15,0.28,0.79,1.77,0.31,0.00,0.38,0.38,0.16,5.48,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,1.17,32.51,0.00,100.00,0.00,0.00,0.00,0.00,100.00,90.60,15.50,64.94,100.00,0.00,22.46,65.60,14.68,12.10,5.60,11.40,14.66,6.20,6.90,16.60,15.80,9.40,5.90,0.00,0.10,25.50,8.00,5.60,10.40,8.70,0.15,0.07,0.27,0.24,0.11,"2,464.56","297,484.66"
9945,06,075,025403,1400000US06075025403,06075025403,254.03,San Francisco,CA,Califor,"Census Tract 254.03, San Francisco County, Calif","4,782.00",494.00,"1,426.00",0.72,0.19,0.72,0.29,0.00,0.35,0.94,0.56,1.84,0.49,0.00,0.62,0.00,0.00,0.00,0.00,0.62,0.32,0.39,0.81,0.11,1.30,0.26,0.33,0.77,0.00,1.10,0.53,0.33,0.33,0.33,5.19,0.29,0.82,0.82,0.82,0.44,0.65,0.43,0.51,0.51,0.25,0.23,3.01,0.39,0.29,0.62,0.20,0.88,1.99,0.48,0.00,0.55,0.55,0.29,6.37,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,1.09,32.49,0.00,40.26,0.00,0.00,0.00,0.00,100.00,85.70,15.00,8.50,100.00,0.00,23.20,72.90,26.80,13.50,4.30,12.00,26.59,3.90,9.00,12.10,23.70,8.30,10.70,0.00,0.40,25.60,7.90,5.00,11.00,8.90,0.15,0.06,0.18,0.27,0.17,"4,093.99","506,922.90"
9946,06,075,025500,1400000US06075025500,06075025500,255,San Francisco,CA,Califor,"Census Tract 255, San Francisco County, Californ","9,684.00",862.00,"3,000.00",0.61,0.14,0.61,0.22,0.00,0.33,0.75,0.27,1.34,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.86,0.03,1.28,0.24,0.69,0.77,0.00,1.45,0.71,0.74,0.74,0.74,4.81,0.21,0.85,0.85,0.85,0.27,0.79,0.57,0.32,0.22,0.05,0.20,2.42,0.27,0.81,0.19,0.31,0.93,2.24,0.70,0.00,0.69,0.69,0.39,6.20,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.30,0.63,25.81,0.00,0.00,0.00,0.00,0.00,0.00,100.00,89.06,16.36,81.75,100.00,0.00,87.95,78.40,18.73,18.90,5.40,8.00,18.70,1.30,8.40,21.50,16.90,9.90,16.20,0.00,1.00,25.30,7.30,5.10,10.30,10.40,0.14,0.02,0.19,0.46,0.11,"4,978.18","1,072,385.08"
9947,06,075,025600,1400000US06075025600,06075025600,256,San Francisco,CA,Califor,"Census Tract 256, San Francisco County, Californ","5,314.00",447.00,"2,342.00",0.64,0.15,0.64,0.23,0.00,0.34,0.93,0.48,1.75,0.45,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.21,0.39,0.83,0.07,1.28,0.25,0.26,0.77,0.00,1.03,0.50,0.74,0.74,0.74,5.13,0.28,0.88,0.88,0.88,0.21,0.85,0.52,0.22,0.31,0.17,0.22,2.51,0.29,0.70,0.27,0.14,0.96,2.07,0.56,0.00,0.51,0.51,0.25,5.97,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.37,1.03,30.70,0.00,0.97,0.00,0.00,0.00,0.00,100.00,87.29,15.63,0.72,100.00,0.00,87.95,85.20,16.00,22.50,5.00,6.20,21.08,3.00,8.90,19.00,18.70,7.40,20.40,0.00,0.30,27.50,7.30,5.10,10.60,11.80,0.24,0.02,0.19,0.63,0.13,"4,070.02","559,732.48"
9948,06,075,025701,1400000US06075025701,06075025701,257.01,San Francisco,CA,Califor,"Census Tract 257.01, San Francisco County, Calif","5,088.00",446.00,"3,405.00",0.96,0.33,0.96,0.48,0.00,0.35,0.94,0.58,1.88,0.50,0.00,0.79,0.00,0.00,0.00,0.00,0.79,0.40,0.39,0.79,0.04,1.22,0.20,0.66,0.77,0.00,1.42,0.69,0.32,0.32,0.32,5.63,0.39,0.91,0.91,0.91,0.27,0.77,0.57,0.29,0.40,0.55,0.21,3.07,0.40,0.71,0.22,0.13,0.96,2.01,0.51,0.66,0.59,1.24,0.75,7.23,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,1.13,33.05,0.00,88.87,0.00,0.00,0.00,0.00,100.00,84.41,16.17,74.29,100.00,0.00,22.24,89.20,18.98,18.20,5.40,7.40,23.47,7.90,8.50,19.20,17.70,7.10,20.90,3.20,0.50,26.70,6.90,5.00,9.90,11.10,0.20,0.01,0.18,0.55,0.08,"4,485.03","639,027.14"
9949,06,075,025702,1400000US06075025702,06075025702,257.02,San Francisco,CA,Califor,"Census Tract 257.02, San Francisco County, Calif","4,401.00",364.00,"3,293.00",1.42,0.58,1.22,0.68,0.00,0.35,0.94,0.55,1.85,0.49,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.82,0.01,1.21,0.20,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.21,0.53,0.91,0.91,0.91,0.55,0.92,0.47,0.57,0.74,0.48,0.33,4.08,0.63,0.81,0.12,0.36,0.99,2.28,0.73,0.00,0.75,0.75,0.44,8.03,0.69,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.44,1.13,32.28,0.00,100.00,0.00,0.00,0.00,0.00,100.00,86.76,17.94,100.00,100.00,0.00,87.95,90.70,32.73,29.60,4.60,13.50,35.44,6.80,11.90,21.40,14.70,10.50,34.50,0.00,1.60,29.10,7.50,5.00,11.40,13.00,0.33,0.03,0.18,0.74,0.21,"3,926.36","517,106.48"
9950,06,075,025800,1400000US06075025800,06075025800,258,San Francisco,CA,Califor,"Census Tract 258, San Francisco County, Californ","2,224.00",228.00,557.00,1.12,0.42,1.12,0.61,0.00,0.35,0.94,0.59,1.88,0.50,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.80,0.07,1.26,0.23,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.29,0.55,0.89,0.89,0.89,0.45,0.89,0.70,0.58,0.66,0.18,0.24,3.70,0.54,0.43,0.35,0.26,0.97,2.01,0.50,0.00,0.69,0.69,0.39,7.29,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,1.09,33.21,0.00,100.00,0.00,0.00,0.00,0.00,100.00,85.50,15.58,100.00,100.00,0.00,87.95,86.70,27.34,25.30,6.70,13.70,31.88,3.10,9.40,14.50,19.90,9.20,24.60,0.00,1.00,28.40,7.70,5.00,10.90,11.90,0.29,0.04,0.18,0.64,0.16,"2,682.88","239,633.22"
9951,06,075,025900,1400000US06075025900,06075025900,259,San Francisco,CA,Califor,"Census Tract 259, San Francisco County, Californ","4,618.00",439.00,"2,189.00",0.91,0.30,0.91,0.44,0.00,0.35,0.93,0.53,1.80,0.47,0.00,0.72,0.00,0.00,0.00,0.00,0.72,0.37,0.39,0.79,0.11,1.29,0.25,0.69,0.77,0.00,1.46,0.72,0.74,0.74,0.74,6.02,0.48,0.82,0.82,0.82,0.16,0.75,0.33,0.30,0.46,0.08,0.51,2.60,0.30,0.63,0.11,0.55,0.93,2.22,0.69,0.00,0.76,0.76,0.45,6.40,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,1.06,31.68,0.00,69.38,0.00,0.00,0.00,0.00,100.00,84.68,14.89,83.92,100.00,0.00,87.95,73.90,13.47,17.40,3.60,7.70,24.95,1.90,16.70,17.80,14.50,13.10,15.60,0.00,1.70,28.30,7.30,6.00,9.50,10.60,0.29,0.02,0.35,0.49,0.06,"4,906.41","747,136.18"
9952,06,075,026001,1400000US06075026001,06075026001,260.01,San Francisco,CA,Califor,"Census Tract 260.01, San Francisco County, Calif","5,986.00",594.00,"2,201.00",0.76,0.21,0.76,0.32,0.00,0.33,0.83,0.32,1.48,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.87,0.01,1.27,0.24,0.73,0.77,0.00,1.50,0.74,0.74,0.74,0.74,4.98,0.25,0.91,0.91,0.91,0.55,0.88,0.32,0.50,0.77,0.36,0.21,3.60,0.52,0.39,0.40,0.24,0.96,1.98,0.48,0.00,0.38,0.38,0.16,6.87,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.30,0.75,27.18,0.00,0.00,0.00,0.00,0.00,0.00,100.00,90.08,17.25,92.38,100.00,0.00,87.95,89.20,32.74,24.90,3.50,11.70,36.95,5.20,8.60,13.80,20.70,8.90,20.20,0.00,0.10,26.90,8.00,4.60,12.70,11.60,0.21,0.07,0.12,0.61,0.35,"2,727.02","405,816.65"
9953,06,075,026002,1400000US06075026002,06075026002,260.02,San Francisco,CA,Califor,"Census Tract 260.02, San Francisco County, Calif","3,644.00",375.00,"1,484.00",0.84,0.26,0.64,0.23,0.00,0.33,0.92,0.46,1.71,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.87,0.12,1.38,0.33,0.34,0.77,0.00,1.11,0.53,0.74,0.74,0.74,4.94,0.24,0.84,0.84,0.84,0.30,0.71,0.32,0.21,0.03,0.05,0.19,1.81,0.16,0.79,0.13,0.23,0.94,2.08,0.56,0.53,0.95,1.48,0.87,6.20,0.40,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,8.34,0.97,30.16,0.00,0.00,0.00,0.00,0.00,0.00,100.00,90.07,14.75,10.03,100.00,0.00,87.95,76.50,20.12,15.60,3.50,6.00,11.20,1.40,8.10,20.90,15.10,8.70,16.40,1.00,10.30,30.10,7.20,7.50,9.30,10.50,0.39,0.01,0.69,0.47,0.05,"2,793.55","356,320.00"
9954,06,075,026003,1400000US06075026003,06075026003,260.03,San Francisco,CA,Califor,"Census Tract 260.03, San Francisco County, Calif","5,126.00",472.00,"1,462.00",0.63,0.15,0.63,0.23,0.00,0.33,0.87,0.39,1.59,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.93,0.14,1.46,0.40,0.53,0.68,0.00,1.21,0.58,0.74,0.74,0.74,4.99,0.25,0.88,0.88,0.88,0.13,0.83,0.36,0.35,0.19,0.29,0.54,2.69,0.32,0.58,0.22,0.33,0.92,2.05,0.54,0.00,0.45,0.45,0.20,6.06,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.30,0.84,28.62,0.00,0.00,0.00,0.00,0.00,0.00,100.00,93.83,14.50,41.16,91.09,0.00,87.95,84.60,12.08,21.20,3.80,8.60,17.69,4.40,17.50,17.00,17.60,10.10,14.90,0.00,0.20,26.30,7.50,5.00,10.90,10.70,0.18,0.03,0.18,0.50,0.16,"2,575.31","396,538.31"
9955,06,075,026004,1400000US06075026004,06075026004,260.04,San Francisco,CA,Califor,"Census Tract 260.04, San Francisco County, Calif","4,649.00",672.00,"1,740.00",0.61,0.14,0.61,0.21,0.00,0.32,0.51,0.15,0.98,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.80,0.06,1.25,0.22,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,4.52,0.16,0.89,0.89,0.89,0.31,0.89,0.30,0.35,0.30,0.53,0.17,2.85,0.35,0.53,0.52,0.34,0.98,2.37,0.79,0.00,0.38,0.38,0.16,6.49,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.26,0.41,22.59,0.00,0.00,0.00,0.00,0.00,0.00,100.00,85.17,15.75,100.00,100.00,0.00,87.95,87.00,20.88,25.40,3.40,8.60,20.77,7.50,7.40,16.20,22.30,10.30,26.00,0.00,0.10,25.80,7.30,4.70,10.90,10.60,0.16,0.02,0.14,0.49,0.16,"2,517.27","336,166.98"
9956,06,075,026100,1400000US06075026100,06075026100,261,San Francisco,CA,Califor,"Census Tract 261, San Francisco County, Californ","7,455.00",623.00,"4,077.00",0.52,0.11,0.52,0.16,0.00,0.31,0.50,0.14,0.95,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.87,0.04,1.30,0.26,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,4.54,0.17,0.93,0.93,0.93,0.34,0.87,0.63,0.47,0.37,0.47,0.17,3.31,0.46,0.50,0.08,0.15,0.99,1.72,0.27,0.00,0.00,0.00,0.00,5.96,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.23,0.40,22.20,0.00,0.00,0.00,0.00,0.00,0.00,100.00,89.80,16.17,100.00,100.00,0.00,87.95,92.80,21.97,24.00,5.90,11.00,22.73,6.60,7.40,15.60,12.70,7.60,30.00,0.00,0.00,26.70,7.20,4.90,10.40,11.30,0.20,0.01,0.16,0.57,0.11,"3,710.10","748,525.55"
9957,06,075,026200,1400000US06075026200,06075026200,262,San Francisco,CA,Califor,"Census Tract 262, San Francisco County, Californ","7,903.00",574.00,"3,410.00",0.83,0.26,0.63,0.23,0.00,0.30,0.44,0.12,0.87,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.81,0.11,1.30,0.26,0.79,0.77,0.00,1.56,0.78,0.48,0.48,0.48,4.20,0.12,0.95,0.95,0.95,0.44,0.94,0.36,0.41,0.51,0.17,0.30,3.13,0.42,0.75,0.08,0.33,0.99,2.14,0.62,0.00,0.72,0.72,0.42,6.95,0.52,0.00,0.00,0.00,0.00,1.00,1.00,0.20,0.00,8.15,0.36,21.64,0.00,0.00,0.00,0.00,0.00,0.00,100.00,85.83,14.93,100.00,100.00,0.00,44.29,95.20,27.07,31.50,3.80,9.80,26.61,3.00,10.90,20.00,12.40,10.10,30.70,0.00,1.30,27.20,7.30,4.70,11.10,12.30,0.23,0.02,0.14,0.68,0.18,"5,219.68","764,960.41"
